ID,Region,OrgSize,Tenure,R45a,R45b,R45c,R45d,R45e,R90a,R90b,R90c,R87a,R87b,R87c,R87d,R87e
365,NorthWest,8,2,3,4,2,1,1,3,4,5,5,5,3,4,4
366,NorthWest,7,3,4,3,3,2,1,2,3,4,6,3,3,2,6
367,NorthWest,8,16,2,4,3,4,1,4,4,5,5,6,4,2,3
368,NorthWest,7,16,3,2,2,2,1,4,4,4,5,3,3,5,4
369,NorthWest,4,20,1,2,2,2,1,4,4,3,4,3,4,2,3
370,NorthWest,8,8,1,1,1,2,1,3,3,5,4,6,3,4,4
371,NorthWest,6,23,1,3,2,2,2,5,4,4,6,5,5,5,3
372,NorthWest,4,13,1,2,1,2,1,3,2,3,4,6,2,5,5
373,NorthWest,4,4,4,2,4,2,2,4,4,5,3,4,5,6,5
374,NorthWest,4,36,3,3,4,2,1,3,3,3,5,4,3,4,5
375,NorthWest,8,23,3,2,2,1,3,4,4,5,5,3,6,6,6
376,NorthWest,8,18,2,1,2,1,1,4,4,5,4,3,3,5,3
377,NorthWest,7,24,1,4,2,1,1,5,5,4,4,3,5,3,5
378,NorthWest,5,11,1,2,1,2,1,4,5,4,4,6,6,3,5
379,NorthWest,5,16,2,2,1,1,1,4,3,3,5,4,4,5,3
380,NorthWest,5,12,1,4,2,1,1,4,4,4,4,5,5,6,4
381,NorthWest,5,9,2,1,1,2,1,4,4,4,3,2,2,5,4
382,NorthWest,4,4,2,2,1,2,2,3,2,5,4,6,6,3,4
383,NorthWest,4,7,1,4,2,2,1,4,4,4,6,3,3,5,5
384,NorthWest,5,10,1,2,1,2,1,4,3,4,4,4,3,5,4
385,NorthWest,8,5,1,3,2,1,1,2,4,5,5,6,2,5,5
386,NorthWest,4,4,3,3,1,1,1,5,5,5,4,6,5,6,3
387,NorthWest,5,2,3,4,3,3,3,3,5,5,5,4,5,5,5
388,NorthWest,4,34,1,4,3,4,3,4,5,5,6,2,2,4,6
389,NorthWest,4,3,2,1,1,2,2,5,5,5,5,5,2,5,4
390,NorthWest,8,18,4,3,3,2,2,3,4,4,6,5,5,5,4
391,NorthWest,5,3,1,3,3,1,1,3,4,4,4,4,6,4,6
392,NorthWest,6,1,4,4,4,2,2,4,4,5,3,5,3,6,5
393,NorthWest,8,16,1,4,3,1,1,3,2,2,6,6,3,5,5
394,NorthWest,4,22,2,2,2,2,3,4,4,5,6,6,6,6,5
395,NorthWest,7,15,3,1,1,1,1,4,3,3,4,3,5,3,3
396,NorthWest,5,25,2,4,2,1,1,2,3,4,4,4,2,2,6
397,NorthWest,8,3,1,4,1,2,1,4,5,4,4,5,6,4,3
398,NorthWest,4,4,2,4,1,1,1,3,4,4,5,4,6,4,6
399,NorthWest,7,3,1,3,3,3,2,4,4,5,6,5,4,2,4
400,NorthWest,4,1,4,5,4,2,2,4,4,5,4,3,5,2,5
401,Nordic,4,2,5,5,5,4,4,2,2,2,2,1,1,1,1
402,Nordic,8,26,2,1,2,1,1,5,5,5,6,6,5,6,6
403,Nordic,5,2,2,1,1,1,2,5,5,5,6,6,6,6,6
404,Nordic,7,13,5,5,5,4,4,2,2,2,2,2,1,1,2
405,Nordic,6,2,1,1,1,1,1,5,5,4,6,6,6,6,6
406,Nordic,6,17,1,1,1,1,1,5,5,5,6,6,6,6,6
407,Nordic,4,7,5,5,5,4,4,2,2,2,2,2,2,1,2
408,Nordic,8,19,1,1,1,1,1,5,5,5,6,6,6,6,6
409,Nordic,7,13,5,5,4,4,4,2,2,2,2,2,2,1,2
410,Nordic,7,13,1,1,1,1,1,5,5,5,6,6,6,6,6
411,Nordic,6,14,5,5,4,4,4,2,2,2,2,2,2,1,2
412,Nordic,6,9,5,5,4,4,4,2,3,2,2,2,2,1,2
413,Nordic,6,22,1,1,1,1,1,5,5,5,6,6,6,6,6
414,Nordic,6,1,1,1,2,1,1,4,4,5,6,6,6,6,6
415,Nordic,4,27,1,1,1,1,1,5,5,5,6,6,6,6,6
416,Nordic,4,10,1,1,1,1,1,5,5,5,6,6,6,6,6
417,Nordic,4,8,4,5,4,3,3,3,4,3,3,2,2,2,2
418,Nordic,6,12,2,1,1,1,2,5,5,5,6,6,6,6,6
419,Nordic,4,4,4,5,4,3,2,3,4,3,3,2,2,2,2
420,Nordic,6,17,1,1,1,1,2,5,4,5,6,6,6,6,6
421,Nordic,5,9,2,1,1,1,1,5,5,5,6,6,6,6,6
422,Nordic,5,8,3,4,4,2,2,3,4,4,3,2,2,2,2
423,Nordic,4,13,3,1,1,2,2,5,4,4,6,6,6,6,6
424,Nordic,6,24,1,1,1,2,1,5,4,4,6,6,6,6,6
425,Nordic,4,6,2,1,1,2,2,5,4,4,6,6,6,6,6
426,Nordic,7,26,4,1,1,2,1,5,5,4,6,6,6,6,6
427,Nordic,4,2,2,1,1,1,2,5,4,4,6,6,6,6,6
428,Nordic,8,12,3,3,2,1,2,5,4,4,6,6,6,6,6
429,Nordic,4,19,2,4,1,1,2,5,5,4,6,6,6,6,6
430,Nordic,5,1,2,2,2,2,2,5,4,4,6,6,6,6,6
431,Nordic,4,8,3,2,3,2,1,5,4,5,6,6,6,6,6
432,Nordic,5,14,3,2,3,2,2,5,5,5,6,6,6,6,6
433,Nordic,5,12,3,2,2,2,1,5,5,4,6,6,6,6,6
434,Nordic,5,5,2,3,3,2,1,3,4,4,3,2,2,2,2
435,Nordic,5,32,3,2,2,2,2,3,4,5,3,2,2,2,2
436,Nordic,5,2,3,3,2,2,1,5,4,5,6,6,6,6,6
437,Nordic,5,9,4,3,2,2,2,4,5,5,6,6,6,6,6
438,Nordic,7,1,3,3,3,1,2,5,4,5,6,6,6,6,6
439,Nordic,6,13,3,2,2,1,1,5,5,5,6,6,6,6,6
440,Nordic,5,12,3,4,2,3,2,5,5,5,6,6,6,6,6
441,Nordic,6,15,2,2,1,1,1,5,4,4,6,6,6,6,6
442,Nordic,6,9,3,2,2,1,2,3,3,3,3,2,2,2,2
443,Nordic,5,32,2,3,2,2,2,3,4,4,3,2,2,2,2
444,Nordic,6,12,4,3,3,1,1,3,4,4,3,2,2,2,3
445,Nordic,4,35,1,3,2,1,2,3,4,4,6,6,6,6,6
446,Nordic,7,4,3,3,2,1,1,4,4,4,3,2,2,2,3
447,Nordic,5,16,3,2,2,2,1,3,4,4,3,2,2,2,3
448,Nordic,4,19,3,3,4,1,1,4,4,5,6,6,6,6,6
449,Nordic,6,1,3,3,3,2,2,4,4,4,6,6,6,6,6
450,Nordic,4,22,3,3,3,2,2,4,4,4,6,6,6,6,6
451,Nordic,6,16,2,3,3,2,2,4,4,4,6,6,6,6,6
452,Nordic,6,10,3,3,2,2,1,4,4,5,3,2,3,2,3
453,Nordic,5,12,3,3,3,2,2,4,4,5,6,6,6,6,6
454,Nordic,4,9,2,3,4,2,1,4,4,4,6,6,6,6,6
455,Nordic,6,11,3,2,1,2,2,3,4,5,6,6,6,6,6
456,Nordic,5,32,3,3,2,1,1,3,3,3,3,2,3,2,3
457,Nordic,5,10,2,2,2,1,1,4,4,4,6,6,6,6,6
458,Nordic,4,7,3,3,3,2,1,4,5,5,4,3,3,2,4
459,Nordic,6,10,2,4,3,2,2,3,4,4,3,2,4,2,5
460,Nordic,4,11,3,3,1,1,1,3,4,4,5,4,3,3,5
461,Nordic,8,7,3,2,2,1,1,4,5,5,6,5,6,5,6
462,Nordic,4,6,2,3,2,1,1,3,4,4,4,3,4,4,5
463,Nordic,4,7,1,3,1,2,1,4,3,5,5,5,4,3,4
464,Nordic,4,2,3,2,1,1,1,3,3,4,4,3,3,3,4
465,Nordic,4,4,2,4,3,1,1,3,4,4,5,4,4,3,5
466,Nordic,4,25,3,3,3,2,2,4,4,4,6,5,5,4,6
467,Nordic,4,3,2,2,3,2,1,3,3,3,4,4,4,4,4
468,Nordic,7,21,3,3,3,1,1,4,4,4,4,3,4,3,4
469,Nordic,5,4,3,2,2,2,1,3,3,4,5,4,5,5,5
470,Nordic,4,6,4,3,3,3,2,4,4,4,4,3,4,3,4
471,Nordic,7,27,3,2,3,3,2,3,4,3,4,3,4,4,4
472,Nordic,4,10,3,3,3,3,3,4,4,4,5,5,5,4,5
473,Nordic,4,2,2,3,3,2,2,4,4,3,4,3,4,4,4
474,Nordic,5,1,3,3,3,1,1,3,3,4,5,4,4,3,4
475,Nordic,4,13,3,2,2,2,2,3,4,3,5,5,4,4,5
476,Nordic,4,34,2,4,2,1,2,4,4,5,5,4,4,4,4
477,Nordic,6,1,3,2,1,2,1,4,4,5,4,4,4,3,5
478,Nordic,8,11,3,2,2,2,2,4,4,4,5,5,5,4,4
479,Nordic,6,4,4,2,2,2,1,4,5,5,5,5,5,5,5
480,Nordic,4,12,2,3,2,2,1,3,3,3,4,3,3,2,4
481,Nordic,4,1,3,3,2,1,2,5,5,5,5,4,5,4,5
482,Nordic,6,1,3,3,3,3,3,3,4,4,5,3,4,3,4
483,Nordic,4,4,2,4,2,2,1,4,4,5,5,4,5,5,4
484,Nordic,6,5,3,3,3,2,2,4,5,5,6,5,5,5,5
485,Nordic,7,3,2,3,2,3,2,4,5,5,5,4,4,3,4
486,Nordic,4,43,2,3,2,3,2,4,4,4,5,5,5,4,5
487,Nordic,8,3,3,3,3,2,2,4,5,5,6,5,5,5,6
488,Nordic,4,20,4,4,3,2,3,4,5,5,5,5,5,5,5
489,Nordic,8,3,3,3,4,2,2,3,5,3,4,3,4,2,4
490,Nordic,7,2,2,2,2,3,2,4,4,4,5,4,5,4,5
491,Nordic,7,1,3,2,2,1,1,3,3,3,5,4,3,4,5
492,Nordic,8,4,2,3,1,1,1,3,4,5,4,4,4,4,4
493,Nordic,7,38,3,4,3,1,2,4,4,4,4,4,4,4,4
494,Nordic,4,1,2,3,3,1,1,3,4,4,5,5,4,4,5
495,Nordic,4,18,3,4,3,2,3,4,4,4,5,4,5,4,5
496,Nordic,4,23,2,3,2,2,1,4,4,4,5,5,5,5,4
497,Nordic,4,26,3,2,3,2,2,4,4,4,5,5,5,4,5
498,Nordic,5,12,2,4,2,2,1,4,5,4,5,5,5,5,5
499,Nordic,8,14,3,3,3,2,2,3,4,4,5,4,4,4,5
500,Nordic,5,7,2,4,3,1,1,4,4,4,4,3,3,3,3
501,Nordic,5,2,2,3,2,2,3,4,5,5,4,4,3,3,4
502,Nordic,8,2,2,2,2,2,1,4,4,3,6,5,5,5,6
503,Nordic,4,31,3,2,2,1,2,3,4,4,5,5,4,4,5
504,Nordic,5,5,2,3,2,1,1,4,4,5,4,4,4,3,4
505,Nordic,7,35,4,3,3,3,2,4,4,5,5,5,5,5,5
506,Nordic,5,1,3,3,2,3,2,4,4,4,5,5,4,5,5
507,Nordic,6,17,2,2,2,1,3,4,5,4,5,5,5,5,5
508,Nordic,5,3,2,3,3,3,2,4,4,3,5,4,4,4,5
509,Nordic,6,29,2,3,2,1,1,4,4,4,5,4,4,4,5
510,Nordic,6,15,2,2,3,1,1,4,4,3,5,4,4,5,5
511,Nordic,4,28,2,3,2,1,1,4,5,5,4,4,4,4,4
512,Nordic,8,4,3,2,3,1,2,4,4,3,4,4,4,4,4
513,Nordic,6,2,2,4,2,1,2,4,5,4,4,4,4,4,4
514,Nordic,4,5,3,4,3,2,2,4,5,5,4,4,4,4,4
515,Nordic,6,30,2,3,2,2,2,4,4,5,4,4,4,4,4
516,Nordic,6,2,2,4,3,3,3,4,4,5,4,4,3,3,4
517,Nordic,6,18,2,2,1,1,2,4,3,5,5,5,5,5,5
518,Nordic,4,3,2,2,3,2,1,4,5,4,5,4,4,4,5
519,Nordic,4,30,2,3,4,3,2,3,3,3,5,4,4,4,5
520,Nordic,4,4,1,3,1,1,1,3,3,3,5,5,4,5,5
521,Nordic,5,3,4,4,4,3,2,4,4,5,5,4,4,3,4
522,Nordic,4,1,2,2,3,1,1,4,4,4,4,3,3,2,4
523,Nordic,8,14,3,2,3,2,3,4,5,5,4,4,4,3,4
524,Nordic,4,9,2,3,1,2,1,4,4,4,5,5,5,5,5
525,Nordic,8,2,4,3,4,3,2,4,3,4,4,4,4,3,4
526,Nordic,5,35,2,2,2,1,1,4,4,4,5,5,5,5,5
527,Nordic,6,36,4,3,3,1,1,4,4,4,5,5,5,5,5
528,Nordic,7,24,4,2,2,1,1,3,3,3,5,5,5,5,5
529,Nordic,8,7,3,2,1,2,2,3,3,4,5,4,4,5,5
530,Nordic,4,7,3,4,4,2,2,4,4,5,5,4,4,4,5
531,Nordic,8,5,4,3,3,2,3,4,5,5,5,5,5,5,5
532,Nordic,5,4,3,2,3,2,2,4,4,5,5,4,4,3,5
533,Nordic,4,8,2,2,1,1,1,4,3,5,4,5,4,4,4
534,Nordic,4,1,3,4,4,2,2,4,4,4,5,5,5,4,5
535,Nordic,4,3,4,2,3,2,1,4,5,5,4,4,4,4,4
536,Nordic,5,6,2,2,2,1,1,4,5,5,5,5,5,5,5
537,Nordic,8,25,3,3,1,2,1,4,3,5,5,5,4,5,5
538,Nordic,4,39,4,3,3,2,2,3,4,4,4,4,3,3,5
539,Nordic,5,23,3,3,2,2,2,4,4,4,6,5,5,5,6
540,Nordic,8,39,2,2,2,2,2,4,4,4,5,5,6,6,5
541,Nordic,7,8,2,4,3,1,1,4,5,3,5,5,4,5,4
542,Nordic,6,3,2,3,2,2,2,4,4,3,6,6,6,6,5
543,Nordic,6,1,4,2,4,1,1,4,4,3,4,4,3,3,5
544,Nordic,4,1,1,2,3,1,1,3,3,4,4,4,4,3,4
545,Nordic,4,9,3,4,4,3,2,4,4,4,5,5,5,5,5
546,Nordic,6,4,1,3,1,2,2,4,3,4,5,5,4,3,5
547,Nordic,5,6,2,3,2,1,1,3,4,4,4,4,5,4,4
548,Nordic,4,32,2,2,1,1,1,3,3,4,5,5,4,4,5
549,Nordic,6,5,2,2,2,2,1,4,4,4,5,5,5,5,5
550,Nordic,4,9,2,3,2,1,1,4,4,5,5,5,5,4,5
551,Nordic,8,3,4,2,4,3,3,3,4,4,4,4,5,5,5
552,Nordic,4,28,1,2,1,1,1,3,3,3,5,5,6,5,5
553,Nordic,4,13,4,3,4,3,2,3,4,3,5,5,4,4,4
554,Nordic,4,9,2,2,1,1,2,3,4,4,4,3,5,5,5
555,Nordic,4,7,4,4,2,2,1,4,5,4,4,4,5,5,5
556,Nordic,6,28,3,3,2,1,1,4,4,4,5,5,5,5,5
557,Nordic,6,10,3,3,2,1,1,3,4,4,5,4,4,5,5
558,Nordic,4,5,1,2,1,1,1,4,4,3,5,5,5,5,5
559,Nordic,6,2,1,2,3,3,3,4,4,4,5,5,5,5,6
560,Nordic,4,6,3,4,2,2,2,3,3,4,4,3,3,2,5
561,Nordic,6,6,3,3,2,1,1,4,4,3,4,3,3,2,3
562,Nordic,4,10,4,3,2,2,1,4,5,5,5,5,5,4,5
563,Nordic,4,11,2,4,4,3,3,4,4,5,5,5,5,5,5
564,Nordic,8,37,3,3,2,1,2,3,4,3,4,3,3,3,5
565,Nordic,6,4,4,2,2,2,1,4,4,4,5,5,5,5,5
566,Nordic,6,37,4,3,2,2,2,4,5,4,4,4,5,4,5
567,Nordic,6,8,1,3,3,1,1,4,4,3,5,5,6,5,5
568,Nordic,6,3,3,2,1,3,2,4,5,5,4,4,3,3,4
569,Nordic,7,29,2,3,3,2,2,3,4,5,4,3,4,3,3
570,Nordic,5,1,1,2,1,1,1,3,3,4,5,5,5,5,5
571,Nordic,8,4,4,3,3,1,2,3,5,5,4,3,5,4,5
572,Nordic,8,40,2,2,4,2,2,3,4,3,5,3,4,3,5
573,Nordic,4,20,2,2,2,1,1,3,3,3,5,5,5,5,4
574,Nordic,7,6,1,3,3,2,1,3,3,3,4,3,3,2,4
575,Nordic,4,27,3,2,1,2,1,4,4,5,5,4,4,5,5
576,Nordic,4,8,3,3,4,3,3,4,5,5,5,5,4,3,5
577,Nordic,4,2,1,2,1,1,1,4,4,4,4,5,5,5,4
578,Nordic,8,18,2,4,1,1,2,4,4,4,5,5,4,5,4
579,Nordic,4,13,2,3,3,1,2,3,4,5,5,5,4,5,5
580,Nordic,4,21,3,3,1,1,1,3,3,4,4,4,4,4,3
581,Nordic,6,1,3,2,2,1,1,4,4,4,5,4,4,4,5
582,Nordic,4,2,4,4,4,1,3,4,4,4,4,3,5,3,4
583,Nordic,4,1,2,3,2,1,2,3,3,5,4,3,5,3,5
584,Nordic,5,12,3,3,3,2,1,4,5,5,5,5,3,5,5
585,Nordic,8,19,3,3,3,2,1,3,4,5,5,4,5,4,4
586,Nordic,5,2,1,4,3,2,2,3,3,3,5,5,5,5,5
587,Nordic,4,3,4,2,3,2,3,4,5,5,5,4,3,4,5
588,Nordic,7,29,2,2,3,2,3,3,4,4,5,4,4,3,5
589,Nordic,8,2,4,3,2,2,1,4,5,4,6,5,5,5,6
590,Nordic,4,5,3,2,3,1,2,4,5,5,3,3,3,2,4
591,Nordic,4,31,2,3,1,2,1,3,4,3,4,3,3,3,3
592,Nordic,8,9,2,3,2,2,2,4,5,4,5,5,5,3,5
593,Nordic,5,22,2,2,1,2,1,4,4,5,5,5,5,3,3
594,Nordic,4,25,2,3,1,1,1,3,4,4,5,5,5,4,5
595,Nordic,4,19,2,3,1,2,1,4,4,4,5,5,4,3,3
596,Nordic,5,19,2,2,1,1,1,3,4,5,5,4,4,3,4
597,Nordic,4,3,1,3,3,1,2,3,3,4,4,4,4,4,5
598,Nordic,6,11,2,2,1,2,1,4,5,5,5,5,4,4,5
599,Nordic,8,1,4,3,3,2,1,4,5,5,5,3,5,3,5
600,Nordic,4,18,3,2,3,1,1,3,3,3,5,3,5,4,5
601,Nordic,8,14,2,3,3,2,1,4,4,4,4,5,3,3,4
602,Nordic,8,14,2,2,3,3,3,4,5,4,4,3,3,3,5
603,Nordic,4,4,2,2,1,1,1,3,4,5,5,4,4,5,5
604,Nordic,4,24,2,2,1,1,1,4,3,3,5,5,5,4,5
605,Nordic,5,2,2,2,1,1,2,4,4,5,5,5,5,3,5
606,Nordic,4,2,2,4,3,1,2,4,4,4,5,3,5,4,5
607,Nordic,8,10,2,2,1,1,2,3,3,4,4,5,4,5,3
608,Nordic,4,11,2,3,3,2,2,4,4,4,5,4,3,3,5
609,Nordic,4,14,2,2,1,1,2,3,4,3,4,4,5,5,5
610,Nordic,4,8,4,2,4,1,1,4,5,5,5,5,4,4,4
611,Nordic,7,1,2,2,2,1,1,4,4,4,5,5,5,4,4
612,Nordic,4,4,1,2,1,1,1,4,4,4,6,6,6,5,5
613,Nordic,4,3,2,2,2,2,2,4,4,4,4,4,5,4,5
614,Nordic,7,1,3,2,2,2,2,4,4,4,6,5,6,5,6
615,Nordic,4,26,2,3,3,3,1,3,3,3,4,5,3,5,4
616,Nordic,4,4,4,2,2,1,2,4,3,4,5,5,6,4,5
617,Nordic,4,15,3,2,4,2,1,3,3,5,4,5,3,5,4
618,Nordic,8,16,4,3,2,2,3,4,5,5,5,3,5,5,5
619,Nordic,4,32,4,4,3,3,3,4,3,4,4,3,5,5,4
620,Nordic,4,27,2,2,2,1,1,4,5,4,5,4,5,4,4
621,Nordic,8,30,3,2,2,2,1,4,5,5,5,4,5,5,3
622,Nordic,8,11,2,2,4,3,3,4,4,4,5,4,4,5,3
623,Nordic,5,14,2,2,1,1,1,3,4,4,5,5,4,5,5
624,Nordic,8,3,2,2,1,1,1,4,4,4,5,6,6,5,5
625,Nordic,7,3,2,2,1,1,1,4,4,3,5,6,5,5,5
626,Nordic,5,29,4,4,3,3,1,4,4,4,5,3,5,4,5
627,Nordic,4,4,2,3,1,2,1,3,4,5,5,4,4,5,5
628,Nordic,4,14,2,4,4,1,1,3,3,4,5,5,4,4,4
629,Nordic,4,10,2,2,2,1,1,4,5,4,5,5,5,4,5
630,Nordic,5,6,3,3,3,2,2,3,4,5,4,3,3,2,5
631,Nordic,5,32,2,3,3,1,1,4,4,4,6,6,6,5,6
632,Nordic,4,15,2,4,2,2,1,3,3,4,6,6,5,5,5
633,Nordic,8,3,2,4,1,2,2,4,4,5,4,5,4,4,4
634,Nordic,4,14,1,4,2,2,1,3,3,4,6,5,5,5,3
635,Nordic,4,1,4,2,2,2,2,4,5,5,4,3,6,5,4
636,Nordic,4,32,4,3,3,1,1,4,4,4,5,5,5,5,4
637,Nordic,8,21,2,4,3,1,2,3,4,5,4,3,4,5,5
638,Nordic,5,19,1,2,2,1,1,3,4,4,4,5,4,5,6
639,Nordic,5,32,2,3,4,2,2,3,4,5,4,3,4,4,3
640,Nordic,8,1,4,4,2,2,2,3,3,4,5,3,5,4,4
641,Nordic,4,1,3,2,2,2,2,3,4,4,4,4,4,3,5
642,Nordic,4,10,2,2,1,3,3,3,4,4,6,4,4,3,4
643,Nordic,5,1,4,3,4,3,2,4,5,4,4,3,5,5,4
644,Nordic,8,6,2,2,3,2,3,4,4,4,6,6,6,3,6
645,Nordic,8,22,3,3,2,1,1,3,4,4,5,5,5,5,3
646,Nordic,4,11,1,2,2,1,1,4,4,3,5,6,5,5,5
647,Nordic,7,9,3,2,2,1,1,4,4,4,5,4,4,5,5
648,Nordic,4,18,3,2,3,2,3,4,4,3,5,6,6,4,5
649,Nordic,5,10,2,2,3,3,1,3,4,3,5,4,3,3,5
650,Nordic,7,15,2,2,1,1,1,4,4,4,5,6,3,5,5
651,Nordic,7,9,2,3,3,2,1,3,3,4,5,4,4,5,5
652,Nordic,7,4,3,3,3,2,1,4,4,3,6,5,4,3,3
653,Nordic,5,8,3,2,1,2,2,3,3,4,4,5,5,6,4
654,Nordic,4,6,4,4,4,3,3,4,4,4,4,5,4,5,5
655,Nordic,6,12,3,3,3,1,2,4,5,4,5,5,3,3,6
656,Nordic,6,26,3,2,2,1,3,4,5,4,5,6,5,5,3
657,Nordic,4,12,1,2,4,2,3,5,3,4,4,5,3,5,3
658,Nordic,4,7,3,4,2,1,1,4,4,5,4,4,3,5,3
659,Nordic,4,1,4,3,3,2,1,3,3,4,4,3,4,3,5
660,Nordic,4,10,3,4,2,1,1,4,4,5,5,4,5,4,5
661,Nordic,7,4,2,2,2,1,1,4,3,4,5,5,4,2,4
662,Nordic,4,11,2,2,2,1,2,4,4,5,6,6,6,6,6
663,Nordic,5,27,4,3,3,2,2,4,3,4,4,4,5,4,5
664,Nordic,8,1,4,2,3,2,1,3,3,4,5,5,6,2,4
665,Nordic,4,3,3,3,2,3,1,5,5,5,5,3,3,2,3
666,Nordic,7,8,1,4,4,3,3,4,4,5,5,5,5,5,4
667,Nordic,7,11,2,3,3,3,4,4,5,5,5,6,5,5,5
668,Nordic,8,17,2,2,2,3,1,3,3,5,6,3,5,3,3
669,Nordic,4,26,3,3,2,2,2,4,5,5,6,4,5,3,6
670,Nordic,8,13,2,2,3,1,2,4,4,5,5,5,5,4,6
671,Nordic,8,32,4,3,3,2,3,4,5,4,5,5,5,5,3
672,Nordic,4,7,2,2,1,2,3,4,4,3,4,5,6,4,5
673,Nordic,7,33,1,3,3,2,2,4,4,4,6,5,3,4,3
674,Nordic,4,9,2,3,3,1,3,4,4,4,5,4,4,3,5
675,Nordic,6,3,2,2,1,1,2,3,4,4,5,5,5,3,5
676,Nordic,4,5,4,4,3,2,3,4,5,5,5,5,5,5,5
677,Nordic,4,35,1,2,1,1,1,4,4,3,5,6,3,5,4
678,Nordic,8,8,3,2,3,2,2,4,4,3,5,3,6,4,4
679,Nordic,5,20,1,3,1,1,1,4,4,5,4,4,5,6,4
680,Nordic,6,1,3,3,4,2,2,5,5,5,6,3,5,3,5
681,Nordic,4,2,2,3,3,2,2,4,5,4,4,3,6,4,5
682,Nordic,8,18,4,2,1,2,1,3,4,4,5,5,3,5,4
683,Nordic,4,28,3,3,4,2,3,5,4,5,4,3,3,3,6
684,Nordic,4,6,3,2,2,2,1,4,5,4,5,3,5,4,5
685,Nordic,5,29,3,4,3,2,2,4,4,3,5,5,3,2,3
686,Nordic,4,6,1,2,2,2,1,4,5,4,4,4,5,4,5
687,Nordic,7,16,1,2,1,1,1,3,3,4,4,6,5,5,5
688,Nordic,5,8,3,3,2,1,3,5,5,5,6,6,6,6,4
689,Nordic,8,22,3,2,2,1,2,3,4,4,5,3,5,3,5
690,Nordic,4,8,2,2,2,2,2,4,3,3,5,5,4,4,3
691,Nordic,4,19,2,4,2,1,2,3,4,4,5,4,4,4,6
692,Nordic,8,18,2,3,3,2,1,4,3,4,4,4,5,4,5
693,Nordic,7,7,3,2,1,1,1,3,4,3,6,4,3,3,6
694,Nordic,6,15,1,2,1,1,1,3,3,3,3,5,4,6,4
695,Nordic,5,3,3,3,2,2,3,3,4,4,5,4,3,5,5
696,Nordic,5,6,4,3,4,3,2,4,4,4,5,5,4,5,5
697,Nordic,8,23,4,2,1,2,2,4,4,4,3,6,3,2,5
698,Nordic,8,9,4,3,2,2,2,4,4,3,6,3,5,2,6
699,Nordic,8,10,2,4,2,2,1,4,3,3,4,4,3,5,3
700,Nordic,4,3,2,4,3,1,2,4,4,3,5,5,3,2,4
701,Nordic,6,10,1,3,2,2,2,3,4,4,6,5,5,5,6
702,Nordic,8,2,3,2,3,3,2,4,4,5,6,4,5,3,5
703,Nordic,5,4,4,2,1,1,1,4,4,4,4,5,5,5,5
704,Nordic,8,14,1,1,2,1,1,3,3,3,4,5,5,4,5
705,Nordic,8,7,3,3,2,1,1,4,4,5,5,4,3,5,5
706,Nordic,6,7,2,4,3,1,1,3,3,3,4,3,4,4,4
707,Nordic,6,3,2,2,4,1,2,3,3,3,4,5,5,3,5
708,Nordic,4,9,4,2,3,3,1,4,5,5,4,5,4,3,5
709,Nordic,4,26,2,2,3,1,1,5,5,5,6,5,5,4,3
710,Nordic,8,34,2,2,2,3,1,4,5,4,3,5,4,5,5
711,Nordic,8,1,3,1,2,2,1,4,4,5,4,3,5,6,4
712,Nordic,7,36,3,3,3,1,2,4,5,4,5,4,4,3,5
713,Nordic,4,1,4,4,3,3,4,5,5,5,5,3,6,2,3
714,Nordic,4,18,2,4,2,1,1,4,4,4,3,3,5,5,5
715,Nordic,5,7,2,3,2,1,1,4,4,4,6,6,3,6,3
716,Nordic,5,21,2,4,2,1,1,3,3,3,4,5,3,2,3
717,Nordic,4,5,4,2,3,1,2,4,5,4,5,4,4,4,5
718,Nordic,5,6,4,4,2,1,1,4,4,4,4,3,4,3,3
719,Nordic,6,18,2,3,2,2,3,4,4,4,5,5,6,5,5
720,Nordic,7,8,2,1,1,2,3,4,4,4,3,4,4,6,3
721,Nordic,4,6,3,2,3,1,1,4,4,4,6,5,3,4,5
722,Nordic,5,22,2,3,2,2,1,4,4,3,5,6,5,4,3
723,Nordic,8,24,3,2,2,1,2,4,4,5,4,5,3,2,5
724,Nordic,4,19,1,4,3,3,2,5,5,5,4,5,5,3,5
725,Nordic,5,5,3,2,1,3,3,4,4,4,5,5,3,6,6
726,Nordic,4,19,4,1,1,1,1,3,4,4,6,5,5,6,3
727,Nordic,8,1,2,2,2,2,1,3,4,4,5,4,5,4,6
728,Nordic,8,37,3,3,1,2,1,4,4,4,4,5,3,3,5
729,Nordic,4,3,1,3,1,1,1,3,4,3,6,6,4,6,6
730,Nordic,4,1,2,3,2,2,2,3,3,5,5,4,5,2,5
731,Nordic,5,16,3,3,1,3,2,3,3,4,4,5,3,2,5
732,Nordic,4,2,2,2,1,1,1,4,4,3,6,5,5,4,4
733,Nordic,6,24,1,2,1,1,1,4,4,4,5,4,4,6,5
734,Nordic,4,15,2,3,2,1,2,4,4,5,5,5,5,5,5
735,Nordic,4,11,3,1,1,2,2,4,4,5,5,5,5,5,4
736,Nordic,6,1,2,2,3,2,1,4,4,3,4,4,6,4,3
737,Nordic,6,35,2,4,2,3,1,4,5,5,6,5,6,4,6
738,Nordic,5,2,2,4,2,2,2,4,4,3,5,5,5,5,4
739,Nordic,7,10,3,3,3,1,1,4,3,4,5,3,5,4,3
